,date,sku,brand,offtake_dc,osa,csl,anp,sellin_dc,sp_inv_dc,sellout,sellout_revenue,sellout_price,store_distribution
43101NC4,1/1/2018,NC4,NC,178118.56,0.810000002,0.970000029,20642.29688,241386,6945,186979,30906138,246.2110228,14581
43132AC1,2/1/2018,AC1,AC,136967.29,0.959999979,1,21704.41797,139356,22293,89494,21135807,388.2032086,11806
43132AC2,2/1/2018,AC2,AC,186033.36,0.939999998,0.980000019,21704.41797,184794,27190,120945,28200105,386.490941,11806
43132AC3,2/1/2018,AC3,AC,637467.52,0.939999998,0.99000001,21704.41797,850980,62722,597217,118429287,342.3693837,11806
43132AC4,2/1/2018,AC4,AC,90178.74,0.800000012,0.930000007,21704.41797,112104,24349,66542,14246113,326.7742317,11806
43132AP1,2/1/2018,AP1,AP,48028.52,0.829999983,0.930000007,4603.870605,38544,10462,27246,9693798,484.7118353,4874
43132AP1MINI,2/1/2018,AP1MINI,AP,7054,,,4603.870605,8484,10013,3900,845485,643.9473684,4874
43132AP2,2/1/2018,AP2,AP,56935.93,0.779999971,0.920000017,4603.870605,48288,7353,31987,11319403,476.2491639,4874
43132AP3,2/1/2018,AP3,AP,79754.44,0.589999974,0.959999979,4603.870605,102414,7889,69048,22354123,460.0292208,4874
43132AP4,2/1/2018,AP4,AP,13923.7,0.649999976,1,4603.870605,16662,5906,11723,3616490,443.7115385,4874
43132NC1,2/1/2018,NC1,NC,116979.03,0.959999979,0.939999998,9228.238281,82692,15418,64155,12934437,341.5866237,11456
43132NC2,2/1/2018,NC2,NC,161710.9,0.959999979,0.980000019,9228.238281,104970,53127,74346,14171079,304.65762,11456
43132NC3,2/1/2018,NC3,NC,613219.82,0.939999998,0.99000001,9228.238281,635904,52257,447265,74743483,290.5207627,11456
43132NC4,2/1/2018,NC4,NC,118097.05,0.800000012,0.959999979,9228.238281,128838,19448,78709,13482982,270.5663322,11456
43160AC1,3/1/2018,AC1,AC,169148.84,0.959999979,0.959999979,38443.00781,214026,44510,125573,29713873,394.3795745,13820
43160AC2,3/1/2018,AC2,AC,193687.35,0.949999988,0.939999998,38443.00781,209892,68783,103121,24869359,379.4558075,13820
43160AC3,3/1/2018,AC3,AC,1000797.08,0.949999988,0.930000007,38443.00781,1062978,143240,733117,142203192,329.8056338,13820
43160AC4,3/1/2018,AC4,AC,145969.69,0.790000021,0.939999998,38443.00781,169650,38011,112632,22403563,296.5332447,13820
43160AP1,3/1/2018,AP1,AP,59118.52,0.839999974,0.930000007,13082.87305,71562,19399,40342,14295798,487.3946188,6328
43160AP1MINI,3/1/2018,AP1MINI,AP,9722.75,,,13082.87305,10020,7996,7181,1471879,377.2033898,6328
43160AP2,3/1/2018,AP2,AP,74481.48,0.800000012,0.839999974,13082.87305,99648,13859,66616,21885446,464.696715,6328
43160AP3,3/1/2018,AP3,AP,164587.04,0.600000024,0.899999976,13082.87305,185802,6595,128540,41879492,505.9305963,6328
43160AP4,3/1/2018,AP4,AP,22361.11,0.680000007,0.819999993,13082.87305,30048,12776,16477,5277508,423.2887324,6328
43160NC1,3/1/2018,NC1,NC,148866.33,0.959999979,0.939999998,29846.5918,209052,41329,123567,25677428,402.6468599,14073
43160NC2,3/1/2018,NC2,NC,170949.33,0.959999979,0.75,29846.5918,149934,52867,100025,18452108,306.4339711,14073
43160NC3,3/1/2018,NC3,NC,1064046.17,0.949999988,0.959999979,29846.5918,1256856,119808,958432,155805523,282.7230668,14073
43160NC4,3/1/2018,NC4,NC,184528.72,0.779999971,0.959999979,29846.5918,228510,27087,170008,27551735,246.5538832,14073
43191AC1,4/1/2018,AC1,AC,151386.18,0.959999979,0.99000001,30106.20703,197634,73244,106815,26844718,406.3888368,13248
43191AC2,4/1/2018,AC2,AC,196633.89,0.939999998,0.980000019,30106.20703,219426,80386,134319,33327078,403.8455685,13248
43191AC3,4/1/2018,AC3,AC,812934.27,0.949999988,0.99000001,30106.20703,1193166,408362,675362,135864408,361.8555462,13248
43191AC4,4/1/2018,AC4,AC,122078.8,0.779999971,0.920000017,30106.20703,167478,74988,90392,19193823,305.7870662,13248
43191AP1,4/1/2018,AP1,AP,55185.19,0.829999983,0.959999979,12555.74023,79224,29228,37272,15415355,587.1451292,6611
43191AP1MINI,4/1/2018,AP1MINI,AP,11772.75,,,12555.74023,16032,10653,3882,1314793,491.1826087,6611
43191AP2,4/1/2018,AP2,AP,74092.59,0.810000002,0.959999979,12555.74023,128334,28885,66081,25824254,574.8921095,6611
43191AP3,4/1/2018,AP3,AP,173111.11,0.660000026,0.99000001,12555.74023,321642,31897,211203,66097343,523.1899805,6611
43191AP4,4/1/2018,AP4,AP,23231.48,0.610000014,0.939999998,12555.74023,32184,15719,20134,7239510,614.6414634,6611
43191NC1,4/1/2018,NC1,NC,127287.79,0.959999979,0.980000019,22927.94141,164286,76819,87527,18270870,393.3613493,13367
43191NC2,4/1/2018,NC2,NC,187569.35,0.959999979,0.99000001,22927.94141,227568,81358,143776,27101583,335.9970797,13367
43191NC3,4/1/2018,NC3,NC,985258.95,0.959999979,1,22927.94141,1135332,160804,893188,145971184,290.5405201,13367
43191NC4,4/1/2018,NC4,NC,139562.41,0.75999999,0.939999998,22927.94141,108486,21741,94859,15138058,242.3035382,13367
43221AC1,5/1/2018,AC1,AC,138342.3,0.959999979,1,43655.24219,176640,115065,93624,20345371,348.5169002,12856
43221AC2,5/1/2018,AC2,AC,195079.05,0.949999988,1,43655.24219,248040,129605,136337,29694851,366.2868421,12856
43221AC3,5/1/2018,AC3,AC,885992.63,0.970000029,1,43655.24219,1223340,531668,822811,158196418,312.2489879,12856
43221AC4,5/1/2018,AC4,AC,124704.61,0.769999981,0.99000001,43655.24219,191868,82830,129839,24218282,264,12856
43221AP1,5/1/2018,AP1,AP,59840.74,0.839999974,1,19448.68945,72960,34209,41273,14056096,484.4608333,6203
43221AP1MINI,5/1/2018,AP1MINI,AP,12595.75,,,19448.68945,8748,6953,5869,1480898,423.1846154,6203
43221AP2,5/1/2018,AP2,AP,72081.48,0.819999993,0.980000019,19448.68945,46722,11735,42582,14351884,468.3688058,6203
43221AP3,5/1/2018,AP3,AP,245795.56,0.769999981,0.99000001,19448.68945,347526,42109,235725,73857165,443.3113807,6203
43221AP4,5/1/2018,AP4,AP,27894.81,0.610000014,1,19448.68945,32808,16832,20109,6460533,500.3916084,6203
43221NC1,5/1/2018,NC1,NC,110714.33,0.959999979,1,28474.80273,119994,84224,73587,14719590,331.4190428,12899
43221NC2,5/1/2018,NC2,NC,175620.16,0.959999979,1,28474.80273,220812,125493,126604,22421486,293.160061,12899
43221NC3,5/1/2018,NC3,NC,928813.12,0.970000029,1,28474.80273,1106574,264866,794986,132270919,266.3588465,12899
43221NC4,5/1/2018,NC4,NC,153354.65,0.75999999,0.970000029,28474.80273,190933,19314,150480,24019739,220.6145218,12899
43252AC1,6/1/2018,AC1,AC,133636.85,0.970000029,1,53890.41016,94350,101818,68628,16192860,367.5673034,14367
43252AC2,6/1/2018,AC2,AC,190156.65,0.970000029,0.99000001,53890.41016,126798,91126,107968,25639299,367.9491249,14367
43252AC3,6/1/2018,AC3,AC,1035822.28,0.980000019,0.99000001,53890.41016,1091490,807799,574137,115352350,328.0611312,14367
43252AC4,6/1/2018,AC4,AC,141827.81,0.790000021,0.970000029,53890.41016,142248,131647,61582,12008768,264.3637026,14367
43252AP1,6/1/2018,AP1,AP,60440.74,0.870000005,0.99000001,20952.77344,36252,31504,22224,7963018,475.965415,7237
43252AP1MINI,6/1/2018,AP1MINI,AP,14116.75,,,20952.77344,9000,5317,5574,1110398,365.1782946,7237
43252AP2,6/1/2018,AP2,AP,78237.04,0.829999983,0.959999979,20952.77344,81246,19727,42538,15074823,501.2637465,7237
43252AP3,6/1/2018,AP3,AP,254502.22,0.819999993,0.970000029,20952.77344,275412,80921,154622,48212164,500.5385117,7237
43252AP4,6/1/2018,AP4,AP,30474.81,0.629999995,0.99000001,20952.77344,19800,9456,18442,5773507,551.6823529,7237
43252NC1,6/1/2018,NC1,NC,85793.54,0.970000029,1,57366.98438,76602,94674,43256,9233185,319.0936696,14222
43252NC2,6/1/2018,NC2,NC,153738.7,0.980000019,0.980000019,57366.98438,114036,111615,93183,17337320,282.0138648,14222
43252NC3,6/1/2018,NC3,NC,986901.34,0.980000019,1,57366.98438,1080300,462183,688530,114212794,279.5375254,14222
43252NC4,6/1/2018,NC4,NC,162710.65,0.779999971,0.959999979,57366.98438,166116,52662,97406,16154638,249.2078431,14222
43282AC1,7/1/2018,AC1,AC,129240.09,0.980000019,1,15409.81445,107718,87998,81824,18903988,351.9439834,13776
43282AC2,7/1/2018,AC2,AC,202183.46,0.980000019,1,15409.81445,195318,76556,131022,30212614,373.7767183,13776
43282AC3,7/1/2018,AC3,AC,689169.05,0.980000019,1,15409.81445,521706,636030,512467,101538881,300.877721,13776
43282AC4,7/1/2018,AC4,AC,106928.82,0.819999993,0.99000001,15409.81445,48816,75667,69160,14310594,266.8760208,13776
43282AP1,7/1/2018,AP1,AP,63574.07,0.870000005,0.99000001,16064.88281,52452,24076,37675,13791448,486.0549801,7611
43282AP1MINI,7/1/2018,AP1MINI,AP,14846.75,,,16064.88281,8664,2530,7676,1339987,300.5037037,7611
43282AP2,7/1/2018,AP2,AP,83092.59,0.850000024,0.939999998,16064.88281,123180,47734,57304,20429806,506.9072243,7611
43282AP3,7/1/2018,AP3,AP,232000,0.870000005,0.99000001,16064.88281,319572,95488,191580,61675041,446.5567708,7611
43282AP4,7/1/2018,AP4,AP,21075.93,0.629999995,0.100000001,16064.88281,324,5385,4110,1066738,273.8356164,7611
43282NC1,7/1/2018,NC1,NC,92530.9,0.980000019,0.99000001,16484.35547,63924,78890,51560,10836901,308.6468857,13704
43282NC2,7/1/2018,NC2,NC,166382.64,0.980000019,1,16484.35547,156996,99946,120661,21593502,293.2369592,13704
43282NC3,7/1/2018,NC3,NC,719570.16,0.980000019,0.980000019,16484.35547,811044,506359,630399,102916469,261.5254068,13704
43282NC4,7/1/2018,NC4,NC,122936.24,0.810000002,0.959999979,16484.35547,196380,111933,101361,16706261,227.5134443,13704
43313AC1,8/1/2018,AC1,AC,128976.97,0.980000019,1,36237.42578,139068,86842,80638,19973773,398.4354986,14959
43313AC2,8/1/2018,AC2,AC,196352.48,0.980000019,1,36237.42578,234174,105408,129196,30847093,397.1987903,14959
43313AC3,8/1/2018,AC3,AC,834668.05,0.980000019,1,36237.42578,809076,607730,599726,121016778,319.5148026,14959
43313AC4,8/1/2018,AC4,AC,118142.48,0.819999993,1,36237.42578,131682,80038,84371,17636517,303.4218077,14959
43313AP1,8/1/2018,AP1,AP,68168.52,0.889999986,1,22551.92773,69684,23940,39712,14429454,472.232644,7593
43313AP1MINI,8/1/2018,AP1MINI,AP,14685.5,,,22551.92773,17808,3252,9483,1762723,317.170068,7593
43313AP2,8/1/2018,AP2,AP,83242.59,0.870000005,0.930000007,22551.92773,54552,10959,55673,19238788,497.228852,7593
43313AP3,8/1/2018,AP3,AP,277654.44,0.899999976,0.99000001,22551.92773,307248,95218,193533,62485137,429.2580813,7593
43313AP4,8/1/2018,AP4,AP,23270.93,0.639999986,0.99000001,22551.92773,44736,11388,24635,8030029,540.5484694,7593
43313NC1,8/1/2018,NC1,NC,98488.35,0.980000019,1,27454.10742,111522,75035,75679.5,15313527,318.8394872,14683
43313NC2,8/1/2018,NC2,NC,165236.41,0.980000019,1,27454.10742,167376,89905,120852.5,22188361,299.7320151,14683
43313NC3,8/1/2018,NC3,NC,885560.12,0.980000019,1,27454.10742,1117230,761141,661678,110706264,272.2974266,14683
43313NC4,8/1/2018,NC4,NC,142513.18,0.810000002,1,27454.10742,169128,124786,114995,18926399,235.7774725,14683
43344AC1,9/1/2018,AC1,AC,136592.18,0.978299975,1,44612.11719,161286,111166,78339,21108097,456.6434825,16794
43344AC2,9/1/2018,AC2,AC,217138.4,0.978999972,1,44612.11719,259794,131854,142812,35495385,459.1750301,16794
43344AC3,9/1/2018,AC3,AC,937610.62,0.98119998,1,44612.11719,1119390,736722,668680,136787858,363.9620368,16794
43344AC4,9/1/2018,AC4,AC,129632.5,0.825900018,1,44612.11719,164664,94644,95349,18917981,282.9787765,16794
43344AP1,9/1/2018,AP1,AP,73574.07,0.88499999,0.921762943,26997.95898,63606,20927,41204,15429643,532.7634322,8856
43344AP1MINI,9/1/2018,AP1MINI,AP,13088.5,,,26997.95898,13044,1913,7586,1758526,399.2033898,8856
43344AP2,9/1/2018,AP2,AP,90870.37,0.853100002,0.944314539,26997.95898,98610,15635,55086,19513720,508.5953177,8856
43344AP3,9/1/2018,AP3,AP,303800,0.903400004,0.983816683,26997.95898,423324,235117,204531,60456958,453.6937269,8856
43344AP4,9/1/2018,AP4,AP,27720.37,0.650300026,0.97503674,26997.95898,30450,16416,17547,5263953,363.4778068,8856
43344NC1,9/1/2018,NC1,NC,102231.39,0.976800025,1,27502.79297,144912,117458,70837,15875428,402.187567,16662
43344NC2,9/1/2018,NC2,NC,171520.74,0.982299984,1,27502.79297,209694,121830,116915,23373800,378.2175805,16662
43344NC3,9/1/2018,NC3,NC,888173.94,0.98180002,1,27502.79297,1045344,871677,707974,121941038,317.2070029,16662
43344NC4,9/1/2018,NC4,NC,139353.31,0.811100006,1,27502.79297,181362,144146,113893,19100276,244.3624042,16662
43374AC1,10/1/2018,AC1,AC,123317.54,0.976300001,1,33940.02344,163710,142420,75552,19386842,452.3368075,15334
43374AC2,10/1/2018,AC2,AC,216207.86,0.978799999,0.997157633,33940.02344,216948,150898,124757,31145165,449.5282765,15334
43374AC3,10/1/2018,AC3,AC,844347.51,0.980599999,1,33940.02344,1095252,838239,727317,141674719,356.1277275,15334
43374AC4,10/1/2018,AC4,AC,123551.61,0.83950001,0.99993962,33940.02344,201240,153805,98207,19330270,284.3158258,15334
43374AP1,10/1/2018,AP1,AP,77296.3,0.875800014,0.899648309,18406.8418,70362,18639,42044,16106115,562.6067961,8399
43374AP1MINI,10/1/2018,AP1MINI,AP,16767.75,,,18406.8418,18204,4977,8300,1590433,375.6826923,8399
43374AP2,10/1/2018,AP2,AP,99037.04,0.828000009,0.890635788,18406.8418,129210,27048,72552,25448740,527.765359,8399
43374AP3,10/1/2018,AP3,AP,312177.78,0.905799985,0.997137427,18406.8418,395418,207521,273249,84671265,480.8288608,8399
43374AP4,10/1/2018,AP4,AP,26725.93,0.657599986,0.895876288,18406.8418,37362,20875,20201,6491595,468.1310345,8399
43374NC1,10/1/2018,NC1,NC,98323.7,0.976400018,1,29864.49023,124320,143434,61585,13396026,375.6139089,14877
43374NC2,10/1/2018,NC2,NC,167355.27,0.981100023,1,29864.49023,227358,180019,111988,21722525,346.7160077,14877
43374NC3,10/1/2018,NC3,NC,857531.18,0.98210001,1,29864.49023,1224012,988277,897995,144334940,290.4358846,14877
43374NC4,10/1/2018,NC4,NC,132566.49,0.815299988,1,29864.49023,221454,191177,135329,21267352,232.6651007,14877
43405AC1,11/1/2018,AC1,AC,132023.5,0.977599978,1,27755.81055,96060,115930,65041,17843042,442.2142509,15633
43405AC2,11/1/2018,AC2,AC,202737.55,0.98210001,1,27755.81055,221010,160376,122841,31305420,475.9302326,15633
43405AC3,11/1/2018,AC3,AC,1220236.07,0.984899998,1,27755.81055,1309512,1029575,712766,148735424,375.7009143,15633
43405AC4,11/1/2018,AC4,AC,192376.03,0.852400005,1,27755.81055,146694,127031,117485,23128549,303.2653968,15633
43405AP1,11/1/2018,AP1,AP,78796.3,0.844900012,0.886283994,12003.13574,87030,20817,40611,16773824,590.548124,8677
43405AP1MINI,11/1/2018,AP1MINI,AP,12114,,,12003.13574,0,1205,3727,471160,141.3661972,8677
43405AP2,11/1/2018,AP2,AP,103870.37,0.808200002,0.677117229,12003.13574,49824,8066,44068,14499414,497.055938,8677
43405AP3,11/1/2018,AP3,AP,442111.11,0.91930002,0.991848886,12003.13574,376728,192945,257400,81662598,509.2208448,8677
43405AP4,11/1/2018,AP4,AP,39731.48,0.668299973,0.943560243,12003.13574,41790,22523,27074,8463144,422.6098901,8677
43405NC1,11/1/2018,NC1,NC,93736.78,0.977999985,1,38651.76953,55728,117533,45034,10931469,377.7954796,15278
43405NC2,11/1/2018,NC2,NC,157906.96,0.984499991,1,38651.76953,108966,133522,91015,19470183,371.4753234,15278
43405NC3,11/1/2018,NC3,NC,1282306.53,0.985400021,1,38651.76953,1210740,1117161,788265,134301650,313.043662,15278
43405NC4,11/1/2018,NC4,NC,211140.44,0.83859998,1,38651.76953,163770,181083,120946,20210775,275.8539945,15278
43435AC1,12/1/2018,AC1,AC,161550.4,0.977900028,1,22647.80859,99090,69984,74128,21148753,541.0183861,15638
43435AC2,12/1/2018,AC2,AC,222708.71,0.983900011,1,22647.80859,126198,106264,91393,27144099,552.3389101,15638
43435AC3,12/1/2018,AC3,AC,999647.03,0.986400008,1,22647.80859,617784,666965,586269,131539574,452.6237675,15638
43435AC4,12/1/2018,AC4,AC,139087.72,0.873000026,1,22647.80859,73764,72649,83021,17521173,329.3696498,15638
43435AP1,12/1/2018,AP1,AP,84018.52,0.844699979,0.728953838,25669.17578,34806,6079,27745,11208967,575.0499076,10148
43435AP1MINI,12/1/2018,AP1MINI,AP,11415,,,25669.17578,38652,8701,13797,3372174,509.0444444,10148
43435AP2,12/1/2018,AP2,AP,92425.93,0.745100021,0.695483327,25669.17578,50808,1689,26864,10364359,563.0011338,10148
43435AP3,12/1/2018,AP3,AP,402983.33,0.942700028,0.990922391,25669.17578,406110,214938,230923,80199855,694.6465356,10148
43435AP4,12/1/2018,AP4,AP,34625.93,0.70450002,0.990209043,25669.17578,40344,26245,24845,8200480,474.2387543,10148
43435NC1,12/1/2018,NC1,NC,106123.77,0.976800025,1,24756.14453,71076,93631,54340,13535722,448.5373134,15194
43435NC2,12/1/2018,NC2,NC,162819.6,0.984000027,1,24756.14453,99354,96562,73547,17895174,442.3376068,15194
43435NC3,12/1/2018,NC3,NC,892819.28,0.986899972,1,24756.14453,476964,780294,525148,98920593,378.7572713,15194
43435NC4,12/1/2018,NC4,NC,140879.99,0.860899985,,24756.14453,49926,96204,92605,15856440,281.5233516,15194
43466AC1,1/1/2019,AC1,AC,196184.44,0.976499975,1,36519.34375,207924,25279,225483,40478161,179.9241621,27473
43466AC2,1/1/2019,AC2,AC,266809.57,0.982800007,1,36519.34375,246982,28296,294948,52945434,179.9463979,27473
43466AC3,1/1/2019,AC3,AC,1277462.13,0.986000001,1,36519.34375,938947,126663,1247308,212871872,170.9409823,27473
43466AC4,1/1/2019,AC4,AC,159887.96,0.894400001,1,36519.34375,115194,22851,134147,22895220,170.9156939,27473
43466AP1,1/1/2019,AP1,AP,84191.48,0.651600003,0.836116433,21852.51367,59330,7990,54843,14542673,265,8494
43466AP1MINI,1/1/2019,AP1MINI,AP,29920.25,,,21852.51367,14872,3444,19257,2378246,124,8494
43466AP2,1/1/2019,AP2,AP,129800.88,0.559499979,0.899999976,21852.51367,168346,12947,142991,36878560,258,8494
43466AP3,1/1/2019,AP3,AP,467024.75,0.931299984,1,21852.51367,281099,44651,381823,95700497,251,8494
43466AP4,1/1/2019,AP4,AP,39036.35,0.752900004,1,21852.51367,35376,18861,32652,8184040,251,8494
43466NC1,1/1/2019,NC1,NC,127049.76,0.975899994,1,14610.99121,140399,48966,174844,27928340,159.8761073,25623
43466NC2,1/1/2019,NC2,NC,178505.15,0.984600008,1,14610.99121,190866,33505,244315,35444556,144.9551917,25623
43466NC3,1/1/2019,NC3,NC,1192914.8,0.984600008,1,14610.99121,728122,116234,1312698,191424505,145.9037748,25623
43466NC4,1/1/2019,NC4,NC,157237.69,0.873399973,,14610.99121,120557,38400,154817,22579347,145.9324759,25623
43497AC1,2/1/2019,AC1,AC,114009.62,0.958798289,1,16851.80859,114774,35220,48527,14339263,566.6885406,9891
43497AC2,2/1/2019,AC2,AC,133165.08,0.973255336,1,16851.80859,166626,60636,60448,17618730,554.8910985,9891
43497AC3,2/1/2019,AC3,AC,574122.14,0.977803767,1,16851.80859,730290,247236,366041,79530941,517.2407045,9891
43497AC4,2/1/2019,AC4,AC,89449.18,0.879957139,1,16851.80859,107790,34276,55683,11766680,332.583229,9891
43497AP1,2/1/2019,AP1,AP,83747.05,0.576292276,0.983643711,12528.87598,154770,15680,64805,31353401,1088.165453,7978
43497AP1MINI,2/1/2019,AP1MINI,AP,9996.25,,,12528.87598,0,790,2608,322583,128.94,7978
43497AP2,2/1/2019,AP2,AP,62084.84,0.564475775,0.857187569,12528.87598,38340,8163,20317,8782086,847.0338346,7978
43497AP3,2/1/2019,AP3,AP,247269.81,0.918332696,0.991109908,12528.87598,312624,60693,148414,52974039,767.3487319,7978
43497AP4,2/1/2019,AP4,AP,27499.09,0.758930385,0.999393344,12528.87598,29280,19358,16765,8356111,605.2009456,7978
43497NC1,2/1/2019,NC1,NC,77107.37,0.964784861,1,13659.18359,73626,62174,27585,6254613,415.3513514,7634
43497NC2,2/1/2019,NC2,NC,98412.5,0.977611363,1,13659.18359,106146,52762,42577,9789518,391.9786517,7634
43497NC3,2/1/2019,NC3,NC,485505.38,0.976231277,1,13659.18359,688860,274363,353795,62843474,408.0432588,7634
43497NC4,2/1/2019,NC4,NC,81871.36,0.871786356,,13659.18359,87822,37749,59058,10283712,316.9501608,7634
43525AC1,3/1/2019,AC1,AC,129853.54,0.973999977,1,45255.09375,175781,59997,62699,22434625,636.0835214,21455
43525AC2,3/1/2019,AC2,AC,163193.83,0.958000004,1,45255.09375,164684,76868,66991,24090065,634.3137366,21455
43525AC3,3/1/2019,AC3,AC,1042988.22,0.967999995,1,45255.09375,1255295,382448,673995,169388627,672.0094095,21455
43525AC4,3/1/2019,AC4,AC,154221.31,0.829999983,1,45255.09375,176442,39666,96479,22025645,405.5091036,21455
43525AP1,3/1/2019,AP1,AP,90770.67,0.745000005,0.946566284,26693.30078,83172,9834,49353,21222053,842.8748929,11606
43525AP1MINI,3/1/2019,AP1MINI,AP,18392.25,,,26693.30078,43726,8074,19272,3848757,516.32,11606
43525AP2,3/1/2019,AP2,AP,133417.11,0.688000023,0.960780919,26693.30078,180336,8250,95829,38757936,893.5281853,11606
43525AP3,3/1/2019,AP3,AP,481946.1,0.921999991,0.982122183,26693.30078,364402,54620,228663,83815576,704.9247535,11606
43525AP4,3/1/2019,AP4,AP,70118.42,0.666999996,0.973516405,26693.30078,39755,17186,31147,13208255,552.7317073,11606
43525NC1,3/1/2019,NC1,NC,87057.57,0.939999998,1,26825.63867,126397,71615,43050,14470991,611.4886667,21314
43525NC2,3/1/2019,NC2,NC,124431.34,0.957000017,1,26825.63867,183597,85093,64474,19916074,567.225258,21314
43525NC3,3/1/2019,NC3,NC,893151.46,0.964999974,1,26825.63867,990068,320345,575609,126863457,631.11994,21314
43525NC4,3/1/2019,NC4,NC,140453.25,0.82099998,1,26825.63867,133013,44017,80662,14978778,350.5989492,21314
43556AC1,4/1/2019,AC1,AC,132826.13,0.979437053,1,28358.08008,118230,40754,38225,11993342,496.4349292,15035
43556AC2,4/1/2019,AC2,AC,164754.96,0.980238557,1,28358.08008,145566,38837,48700,16425740,594.3709459,15035
43556AC3,4/1/2019,AC3,AC,774009.68,0.9903602,1,28358.08008,1022124,284073,242813,58771246,541.7380042,15035
43556AC4,4/1/2019,AC4,AC,134021.27,0.928584754,1,28358.08008,170670,19719,65534,13367574,346.7990698,15035
43556AP1,4/1/2019,AP1,AP,91132.03,0.822270274,0.97299999,33658.22266,155250,16562,43056,18945305,973.2992048,12725
43556AP1MINI,4/1/2019,AP1MINI,AP,20827,,,33658.22266,18468,,13316,2079125,282.5246914,12725
43556AP2,4/1/2019,AP2,AP,137462.07,0.824657321,0.994000018,33658.22266,281364,36406,79077,34723704,1134.0425,12725
43556AP3,4/1/2019,AP3,AP,389540.23,0.93604964,0.998000026,33658.22266,675072,72838,217617,83179932,984.0979667,12725
43556AP4,4/1/2019,AP4,AP,38163.08,0.799859822,0.996999979,33658.22266,37908,6739,18572,6308640,447.8896247,12725
43556NC1,4/1/2019,NC1,NC,82061.59,0.976397276,1,23636.48828,73152,55432,17240,5642305,527.7844639,13048
43556NC2,4/1/2019,NC2,NC,126521.39,0.986143887,1,23636.48828,110610,50751,34051,9129072,477.0651815,13048
43556NC3,4/1/2019,NC3,NC,780840.75,0.988405287,1,23636.48828,846042,132024,317989,59032580,501.2120593,13048
43556NC4,4/1/2019,NC4,NC,131496.29,0.913341463,1,23636.48828,170826,18630,75583,12938941,282.4316469,13048
43586AC1,5/1/2019,AC1,AC,133645.94,0.966000021,1,25506.35352,148986,43643,109496,19657304,180,16321
43586AC2,5/1/2019,AC2,AC,174122.52,0.980000019,1,25506.35352,201078,52270,149888,26908809,180,16321
43586AC3,5/1/2019,AC3,AC,872475.18,0.985000014,1,25506.35352,745740,265865,700940,119642987,171,16321
43586AC4,5/1/2019,AC4,AC,132041.78,0.922999978,1,25506.35352,138690,71591,123785,21128587,171,16321
43586AP1,5/1/2019,AP1,AP,104267.76,0.893000007,0.997696519,39146.77344,214926,123494,110561,29317353,265,10998
43586AP1MINI,5/1/2019,AP1MINI,AP,20818.25,,,39146.77344,20232,,15479,1911663,124,10998
43586AP2,5/1/2019,AP2,AP,139907.57,0.902999997,0.994692802,39146.77344,177636,103886,117554,30317739,258,10998
43586AP3,5/1/2019,AP3,AP,377937.42,0.964999974,1,39146.77344,821340,522390,360438,90340917,251,10998
43586AP4,5/1/2019,AP4,AP,36615.6,0.799000025,0.999352336,39146.77344,72804,44392,41992,10525011,251,10998
43586NC1,5/1/2019,NC1,NC,87119.97,0.964999974,1,27503.06445,73062,50369,70448,11252730,160,15190
43586NC2,5/1/2019,NC2,NC,121894.33,0.978999972,1,27503.06445,91836,52292,90971,13199629,145,15190
43586NC3,5/1/2019,NC3,NC,722371.75,0.977999985,1,27503.06445,660486,427926,696539,101596183,146,15190
43586NC4,5/1/2019,NC4,NC,121064.98,0.908999979,1,27503.06445,112578,73760,113050,16489232,146,15190
43617AC1,6/1/2019,AC1,AC,142437.04,,,-395431.5,125418,14886,110478,19833877,180,14257
43617AC2,6/1/2019,AC2,AC,198925.42,,,-395431.5,197496,20621,170390,30589910,180,14257
43617AC3,6/1/2019,AC3,AC,793378.34,,,-395431.5,-239490,50028,40227,6866312,171,14257
43617AC4,6/1/2019,AC4,AC,193431.18,,,-395431.5,148008,32244,143280,24456210,171,14257
43617AP1,6/1/2019,AP1,AP,103485.94,,,457611.8438,69822,57975,88015,23338835,265,11810
43617AP1MINI,6/1/2019,AP1MINI,AP,24160.75,,,457611.8438,27204,,25813,3187917,124,11810
43617AP2,6/1/2019,AP2,AP,146314.37,,,457611.8438,125988,48868,125634,32401627,258,11810
43617AP3,6/1/2019,AP3,AP,614307.08,,,457611.8438,384054,204278,548961,137591930,251,11810
43617AP4,6/1/2019,AP4,AP,61814.71,,,457611.8438,36558,18035,51099,12807631,251,11810
43617NC1,6/1/2019,NC1,NC,90163.45,,,95019.53906,74682,15614,72961,11653953,160,14990
43617NC2,6/1/2019,NC2,NC,126984.35,,,95019.53906,99132,11395,103755,15054548,145,14990
43617NC3,6/1/2019,NC3,NC,906273.67,,,95019.53906,622542,194574,678963,99033259,146,14990
43617NC4,6/1/2019,NC4,NC,163777.19,,,95019.53906,136608,50894,127904,18655846,146,14990
43647AC1,7/1/2019,AC1,AC,129930.1707,0.953532159,0.979111016,22187.99609,132042,21679,114962,20638427,180,19521
43647AC2,7/1/2019,AC2,AC,181555.5611,0.968775272,1,22187.99609,179868,29021,149946,26918799,180,19521
43647AC3,7/1/2019,AC3,AC,679117.6928,0.782134056,0.696506798,22187.99609,857250,34578,723161,123435497,171,19521
